,entropy_raw,entropy_reduction,effective_entropy,reliability,ber,stability_param,voltage_ratio,temperature,storage_pattern,ecc_type,ecc_kwargs,aging_cycles,ecc_str,variation_type
41,0.9992954443621549,0.0625,0.9367954443621549,0.78390625,0.21609375,,0.8,25,optimized,Hamming,{},200,Hamming,environment
42,0.9998238825988728,0.125,0.8748238825988728,0.81765625,0.18234375,,0.8,25,optimized,BCH,{'t': 2},200,BCH(t=2),environment
43,0.9913533102170101,0.3125,0.6788533102170101,0.8321875,0.1678125,,0.8,25,optimized,BCH,{'t': 5},200,BCH(t=5),environment
44,0.9984144269374469,0.0,0.9984144269374469,0.73484375,0.26515625,,0.8,85,static,None,{},200,None,environment
45,0.9992954443621549,0.0625,0.9367954443621549,0.7262500000000001,0.27375,,0.8,85,static,Hamming,{},200,Hamming,environment
46,0.9955927544527945,0.125,0.8705927544527945,0.74171875,0.25828125,,0.8,85,static,BCH,{'t': 2},200,BCH(t=2),environment
47,0.9984144269374469,0.3125,0.6859144269374469,0.7096875,0.2903125,,0.8,85,static,BCH,{'t': 5},200,BCH(t=5),environment
48,0.9992954443621549,0.0,0.9992954443621549,0.729375,0.270625,,0.8,85,random,None,{},200,None,environment
49,0.9955927544527945,0.0625,0.9330927544527945,0.7653125000000001,0.2346875,,0.8,85,random,Hamming,{},200,Hamming,environment
50,1.0,0.125,0.875,0.7590625,0.2409375,,0.8,85,random,BCH,{'t': 2},200,BCH(t=2),environment
51,0.9992954443621549,0.3125,0.6867954443621549,0.76078125,0.23921875,,0.8,85,random,BCH,{'t': 5},200,BCH(t=5),environment
52,0.9886994082884974,0.0,0.9886994082884974,0.75734375,0.24265625,,0.8,85,optimized,None,{},200,None,environment
53,0.985687679358613,0.0625,0.923187679358613,0.77515625,0.22484375,,0.8,85,optimized,Hamming,{},200,Hamming,environment
54,0.9600042072840912,0.125,0.8350042072840912,0.76890625,0.23109375,,0.8,85,optimized,BCH,{'t': 2},200,BCH(t=2),environment
55,0.9971803988942642,0.3125,0.6846803988942642,0.775625,0.224375,,0.8,85,optimized,BCH,{'t': 5},200,BCH(t=5),environment
56,0.9984144269374469,0.0,0.9984144269374469,0.78609375,0.21390625,,1.0,0,static,None,{},200,None,environment
57,0.9971803988942642,0.0625,0.9346803988942642,0.750625,0.249375,,1.0,0,static,Hamming,{},200,Hamming,environment
58,0.9955927544527945,0.125,0.8705927544527945,0.77390625,0.22609375,,1.0,0,static,BCH,{'t': 2},200,BCH(t=2),environment
59,1.0,0.3125,0.6875,0.8146875,0.1853125,,1.0,0,static,BCH,{'t': 5},200,BCH(t=5),environment
60,0.9971803988942642,0.0,0.9971803988942642,0.80359375,0.19640625,,1.0,0,random,None,{},200,None,environment
61,0.9992954443621549,0.0625,0.9367954443621549,0.80671875,0.19328125,,1.0,0,random,Hamming,{},200,Hamming,environment
62,0.9936507116910404,0.125,0.8686507116910404,0.801875,0.198125,,1.0,0,random,BCH,{'t': 2},200,BCH(t=2),environment
63,1.0,0.3125,0.6875,0.82359375,0.17640625,,1.0,0,random,BCH,{'t': 5},200,BCH(t=5),environment
64,0.9984144269374469,0.0,0.9984144269374469,0.83796875,0.16203125,,1.0,0,optimized,None,{},200,None,environment
65,0.9936507116910404,0.0625,0.9311507116910404,0.7853125,0.2146875,,1.0,0,optimized,Hamming,{},200,Hamming,environment
66,0.9992954443621549,0.125,0.8742954443621549,0.79546875,0.20453125,,1.0,0,optimized,BCH,{'t': 2},200,BCH(t=2),environment
67,0.9984144269374469,0.3125,0.6859144269374469,0.83125,0.16875,,1.0,0,optimized,BCH,{'t': 5},200,BCH(t=5),environment
68,0.9700292494214555,0.0,0.9700292494214555,0.84234375,0.15765625,,1.0,25,static,None,{},200,None,environment
69,0.9971803988942642,0.0625,0.9346803988942642,0.79921875,0.20078125,,1.0,25,static,Hamming,{},200,Hamming,environment
70,0.9992954443621549,0.125,0.8742954443621549,0.79421875,0.20578125,,1.0,25,static,BCH,{'t': 2},200,BCH(t=2),environment
71,1.0,0.3125,0.6875,0.7887500000000001,0.21125,,1.0,25,static,BCH,{'t': 5},200,BCH(t=5),environment
72,0.9998238825988728,0.0,0.9998238825988728,0.80375,0.19625,,1.0,25,random,None,{},200,None,environment
73,0.9984144269374469,0.0625,0.9359144269374469,0.80265625,0.19734375,,1.0,25,random,Hamming,{},200,Hamming,environment
74,0.9971803988942642,0.125,0.8721803988942642,0.83125,0.16875,,1.0,25,random,BCH,{'t': 2},200,BCH(t=2),environment
